title,avg_rating,avg_rating_category
Burn,5.6,"one-time-watch movies"
Boomerang,5.6,"one-time-watch movies"
Rassvet,4.4,"Flop movies"
"Shadow Wolves",3.5,"Flop movies"
Dressage,5.7,"one-time-watch movies"
Prowler,3.2,"Flop movies"
"The Surrogate",4.8,"Flop movies"
Taxiwaala,7.1,"Hit movies"
Manyak,5.9,"one-time-watch movies"
Kabir,5.8,"one-time-watch movies"
"7 Nyeon-eui bam",5.9,"one-time-watch movies"
"The Watcher",5.6,"one-time-watch movies"
Solum,5.1,"one-time-watch movies"
"The Row",3.3,"Flop movies"
"Shohrat the Trap",6.1,"one-time-watch movies"
"Ban-deu-si jab-neun-da",6.5,"one-time-watch movies"
"The Refuge",6.1,"one-time-watch movies"
"His Perfect Obsession",5.2,"one-time-watch movies"
"Judgementall Hai Kya",6.0,"one-time-watch movies"
Andhadhun,8.4,"superhit movies"
"The Tashkent Files",7.9,"Hit movies"
Hattrick,5.9,"one-time-watch movies"
Bbaengban,5.5,"one-time-watch movies"
"Linhas de Sangue",3.4,"Flop movies"
"One Day: Justice Delivered",6.7,"one-time-watch movies"
"Veera Bhoga Vasantha Rayalu",6.6,"one-time-watch movies"
"El Hijo",5.4,"one-time-watch movies"
Chase,7.2,"Hit movies"
Varathan,7.5,"Hit movies"
Cuck,6.3,"one-time-watch movies"
"Soul Hunters",6.5,"one-time-watch movies"
Börü,7.0,"Hit movies"
"Satyameva Jayate",5.6,"one-time-watch movies"
"The Furies",5.2,"one-time-watch movies"
"El Hoyo",7.3,"Hit movies"
"The Report",7.1,"Hit movies"
"Downward Twin",4.1,"Flop movies"
Khamoshi,3.7,"Flop movies"
"Non sono un assassino",5.9,"one-time-watch movies"
Lilli,5.7,"one-time-watch movies"
"The Huntress: Rune of the Dead",6.5,"one-time-watch movies"
Fractured,5.6,"one-time-watch movies"
"Muere, monstruo, muere",5.3,"one-time-watch movies"
"Memorias de lo que no fue",4.6,"Flop movies"
"Cucuy: The Boogeyman",4.6,"Flop movies"
Tone-Deaf,4.8,"Flop movies"
Zoo-Head,3.3,"Flop movies"
"The Burnt Orange Heresy",5.6,"one-time-watch movies"
"Annabelle Comes Home",5.9,"one-time-watch movies"
"Cradle Robber",5.0,"one-time-watch movies"
"5 è il numero perfetto",6.0,"one-time-watch movies"
"Witches in the Woods",4.1,"Flop movies"
"Deadly Switch",4.5,"Flop movies"
Cam,5.9,"one-time-watch movies"
Brokedown,7.2,"Hit movies"
"Birbal Trilogy",8.8,"superhit movies"
"Adanga Maru",7.1,"Hit movies"
"Mu hou wan jia",5.4,"one-time-watch movies"
Swallow,6.9,"one-time-watch movies"
Instinct,6.4,"one-time-watch movies"
"El silencio de la ciudad blanca",5.4,"one-time-watch movies"
Witnesses,6.1,"one-time-watch movies"
"Savita Damodar Paranjpe",6.0,"one-time-watch movies"
Amavas,2.8,"Flop movies"
"Sultan: The Saviour",5.5,"one-time-watch movies"
Portal,3.7,"Flop movies"
Tutsak,5.2,"one-time-watch movies"
"Ventajas de viajar en tren",7.2,"Hit movies"
"Rabbia furiosa",5.8,"one-time-watch movies"
Kaappaan,6.7,"one-time-watch movies"
"We Belong Together",4.6,"Flop movies"
"Lie Low",5.0,"one-time-watch movies"
"Running Out Of Time",4.0,"Flop movies"
Abrakadabra,5.7,"one-time-watch movies"
"Female Human Animal",5.5,"one-time-watch movies"
Pihu,6.7,"one-time-watch movies"
Shéhérazade,7.1,"Hit movies"
Somnium,3.4,"Flop movies"
"Jai mat ze moon",5.2,"one-time-watch movies"
"Creep Nation",4.2,"Flop movies"
Target,4.0,"Flop movies"
"Les fauves",5.0,"one-time-watch movies"
"Sumaho o otoshita dake na no ni",5.5,"one-time-watch movies"
"Kill Chain",5.2,"one-time-watch movies"
"Bundy and the Green River Killer",3.8,"Flop movies"
"Romeo Akbar Walter",6.5,"one-time-watch movies"
"Killer in a Red Dress",4.8,"Flop movies"
Joseph,8.2,"superhit movies"
Crypto,5.6,"one-time-watch movies"
"Purity Falls",5.3,"one-time-watch movies"
Karma,6.9,"one-time-watch movies"
"The Wrong Friend",4.7,"Flop movies"
"Il signor Diavolo",6.3,"one-time-watch movies"
"Kidnapping Stella",4.8,"Flop movies"
"Plagi Breslau",5.1,"one-time-watch movies"
"An Affair to Die For",4.6,"Flop movies"
"Amityville: Mt. Misery Rd.",6.8,"one-time-watch movies"
"Bluff Master",6.5,"one-time-watch movies"
Subrahmanyapuram,5.6,"one-time-watch movies"
"Nguoi Bât Tu",6.5,"one-time-watch movies"
118,6.6,"one-time-watch movies"
"O Banquete",6.1,"one-time-watch movies"
"Family Vanished",4.3,"Flop movies"
"Byomkesh Gotro",6.3,"one-time-watch movies"
Mikhael,5.0,"one-time-watch movies"
Lupt,7.7,"Hit movies"
Instakiller,4.7,"Flop movies"
"Remélem legközelebb sikerül meghalnod:)",7.4,"Hit movies"
U-Turn,7.0,"Hit movies"
"The Collini Case",7.2,"Hit movies"
"Gogol. Strashnaya mest",5.9,"one-time-watch movies"
"Fear Bay",4.2,"Flop movies"
"Mercy Black",4.9,"Flop movies"
Freaks,6.9,"one-time-watch movies"
"The Dead Center",5.6,"one-time-watch movies"
"Come to Daddy",6.7,"one-time-watch movies"
Aurora,4.3,"Flop movies"
Avengement,6.5,"one-time-watch movies"
"The Ex Next Door",5.3,"one-time-watch movies"
Mok-gyeok-ja,6.3,"one-time-watch movies"
"Batla House",7.3,"Hit movies"
Bloodline,6.0,"one-time-watch movies"
Live,3.6,"Flop movies"
"Mata Batin 2",5.5,"one-time-watch movies"
Kavacha,8.4,"superhit movies"
Trezor,7.1,"Hit movies"
"Room 37: The Mysterious Death of Johnny Thunders",4.2,"Flop movies"
"Game Over",7.2,"Hit movies"
Virus,8.1,"superhit movies"
Aadai,6.4,"one-time-watch movies"
Rojo,6.5,"one-time-watch movies"
"Mr. & Ms. Rowdy",4.7,"Flop movies"
Valhalla,7.4,"Hit movies"
"O Paciente: O Caso Tancredo Neves",6.6,"one-time-watch movies"
"American Hangman",5.9,"one-time-watch movies"
Excursion,7.3,"Hit movies"
"Cleavers: Killer Clowns",2.9,"Flop movies"
Boi,4.8,"Flop movies"
Bumperkleef,6.3,"one-time-watch movies"
"Alpha: The Right to Kill",6.2,"one-time-watch movies"
Homestay,7.5,"Hit movies"
"The Husband",5.1,"one-time-watch movies"
Blank,6.0,"one-time-watch movies"
"Cold Blood Legacy",4.5,"Flop movies"
"Home Is Where the Killer Is",4.6,"Flop movies"
Vera,7.4,"Hit movies"
"The Pool",5.7,"one-time-watch movies"
Rattlesnakes,5.5,"one-time-watch movies"
"Killer Under the Bed",5.5,"one-time-watch movies"
Seven,5.2,"one-time-watch movies"
"The Villagers",5.8,"one-time-watch movies"
"Pozivniy «Banderas»",7.2,"Hit movies"
Quick,7.3,"Hit movies"
"Jûni-nin no shinitai kodomo-tachi",5.7,"one-time-watch movies"
Madre,7.0,"Hit movies"
Setters,5.2,"one-time-watch movies"
"Kadaram Kondan",5.8,"one-time-watch movies"
Kavacham,5.7,"one-time-watch movies"
"Only Mine",4.6,"Flop movies"
"Scare BNB",4.7,"Flop movies"
"Halloween Horror Tales",1.9,"Flop movies"
"Laal Kabootar",7.9,"Hit movies"
Watchman,5.3,"one-time-watch movies"
Muse,3.7,"Flop movies"
Ghost,8.7,"superhit movies"
"The Car: Road to Revenge",4.1,"Flop movies"
706,5.3,"one-time-watch movies"
"Dokyala Shot",9.2,"superhit movies"
Do-eo-lak,6.2,"one-time-watch movies"
"Secret Obsession",4.3,"Flop movies"
Revenger,5.7,"one-time-watch movies"
"Bell Bottom",8.7,"superhit movies"
Ishq,7.6,"Hit movies"
"Bagh bandi khela",4.6,"Flop movies"
"Danmarks sønner",6.6,"one-time-watch movies"
"Üç Harfliler: Adak",7.0,"Hit movies"
Sindhubaadh,5.2,"one-time-watch movies"
"Along Came the Devil 2",4.2,"Flop movies"
Night,3.8,"Flop movies"
Trhlina,5.6,"one-time-watch movies"
"Gaddalakonda Ganesh",7.0,"Hit movies"
"Nerkonda Paarvai",8.4,"superhit movies"
"Xue bao",5.9,"one-time-watch movies"
Athiran,6.8,"one-time-watch movies"
"Falaknuma Das",6.3,"one-time-watch movies"
Otryv,4.1,"Flop movies"
"Majaray Nimrooz: Radde Khoon",6.5,"one-time-watch movies"
"Metri Shesh Va Nim",7.9,"Hit movies"
"Misteri Dilaila",5.7,"one-time-watch movies"
"Nightmare Tenant",5.5,"one-time-watch movies"
"Paranormal Investigation",3.7,"Flop movies"
Sathru,6.1,"one-time-watch movies"
Kaithi,8.9,"superhit movies"
Jessie,7.2,"Hit movies"
